Tag;English_Source
Warning_Cont19Desc_Title;Too Perfect
Warning_Cont19Rule_Content;We felt a deep lethargy overtake us anytime we attempted experimentation in such a perfect environment. You must assign <b>2</b> legal pieces in order to take the <b>Perform Experiment</b> action.
Warning_Cont19Rule_Title;Science is Stressful
Warning_Cont20Act_ClickHere;Click here to change the world...
Warning_Cont20Act_Content;When a player completes an action at the <b>Town Hall</b> location:
Warning_Cont20Act_Title;Visit the Town Hall
Warning_Cont20Desc_Content;Everyone in the town was extremely jovial and greeted us with wide-eyed enthusiasm. The modern society stunned us with its glass buildings, bronze fixtures, and steel architecture. However, the hissing whirr of a steam-powered device suddenly broke the illusion. Along every street corner was a mechanical contraption that swiveled, seemingly following our every move. We felt a unique tension in the air, as if our every move was being watched and criticized.
Warning_Cont20Desc_Title;Big Brother
Warning_Cont21Act_ClickHere;Click here to change the world...
Warning_Cont21Act_Content;When a player completes an action at the <b>Blacksmith</b> location:
Warning_Cont21Act_Title;Visit the Blacksmith
Warning_Cont21Desc_Content;We arrived at an astonishing underwater village. The sturdy glass fixtures surrounding the village created a pressurized chamber that kept the floating phosphorescent sea creatures from entering. We marveled at the engineering required to create such a brilliant enclosure and even considered staying until we realized that all the townsfolk were eating insects by flinging their sticky tongues into the air.
Warning_Cont21Desc_Title;Amphibious
Warning_Cont22Act_ClickHere;Click here to change the world...
Warning_Cont22Act_Content;When a player completes an action at the <b>Bunker</b> location:
Warning_Cont22Act_Title;Visit the Bunker
Warning_Cont22Desc_Content;We were immediately accosted by a moldy leathery stench that festered in our nostrils like burning sulfur from the tip of a match. The air was hot, the entire town deserted as if it had never existed. We were surprised to find our estates left relatively untouched, though palm trees and jungle vines now covered the exterior gardens.<br /><br />Suddenly, a thunderous noise erupted, reverberating against the stone walls. In the distance, we watched as towering beasts of the Mesozoic Era roamed across the dusty plains. The tyrannosaurus stalked its prey, its face glimmering brightly like a bronze statue. Moments later, a bright laser burst from its eye-socket, singling out a lone brachiosaurus from the herd and cutting it in twain.<br /><br />As the biomechanical menace masticated its freshly charred meal, we determined that this may be a rather difficult environment in which to continue our experiments.
Warning_Cont22Desc_Title;Age of the Dinosaurs
Warning_End_Title;Continue to Next Round
Warning_MasterworkStasis_ClickHere;Click here to pacify the timestream.
Warning_MasterworkStasis_Content;When a player completes a Masterwork this Generation,
Warning_MasterworkStasis_Title;My Great Grandfather's Masterwork
Warning_Perseverance_Content;No changes have occurred to the town. Players may continue with their experiments as normal.
Warning_Perseverance_Title;Perseverance
Warning_SetupCont_Content;Turn to page <b>{{0=cont}}</b> of the Village Chronicle.
Warning_SetupCont_Title;SETUP
Warning_SetupEarly_Content;Turn to page <b>16</b> of the Village Chronicle.{{0=?|<br /><br />Then, since this is a 3 player game, pass the starting player marker clockwise 1 additional time.|}}
Warning_SetupEarly_Title;SETUP
Warning_SetupStasis_Content;Turn to page <b>16</b> of the Village Chronicle.
Warning_SetupStasis_Title;SETUP
Warning_Technician_Content;Players have a permanent bonus Servant - the Technician. For the rest of the game, players treat the Technician as one of their Servants during the game, EXCEPT this Servant cannot be Lost! If an effect would cause this Servant to be Lost or sent Back From the Brink, ignore it (you may place them directly in your Quarters instead). Furthermore, this Servant ignores the <icon=Insanity_Icon> gain from any source and does not require returning to Quarters at the end of a round when placed in the Town!
Warning_Technician_Title;Technician
Warning_University_ClickHere;Click here for a detailed explanation.
Warning_University_Content;When you visit this location, pay  to gain a Caretaker from Lost.
Warning_University_Title;University
Warning_UtopianShift_Content;A new set of Experiments are available for players to complete. They may be drawn whenever any action would allow a player to draw new Experiments.
Warning_UtopianShift_Title;Utopian Experiments
Warning_Utopian_Content;The experiments from the future cannot be solved until a higher level of Knowledge is acquired. To complete a Utopian Experiment, you must substitute a light bulb token of the same type as any of the Knowledge icons required instead of the normal requirement. Because you are substituting an entire requirement, that requirement is considered fulfilled with just the single light bulb token! Light bulbs are returned to the supply just like other ingredients.
Warning_Utopian_Title;Utopian Experiments
WhoopsUtopian_0_Content;Return the <b>Time Machine Repairs</b> cards to the Scenario box.<br /><br />Retrieve the <b>Utopian Experiments</b> from the box. Shuffle them face-down and place them nearby to form a deck.<br /><br />Each player then <b>draws 1 Utopian Experiment</b> and adds it to their hand.
WhoopsUtopian_Content;While the journal of my parents was an astonishing discovery in itself, I did not realize that the true revelation would arrive several weeks later when I rifled through the pages willed to me. I suspect that you may assume that my memory had slipped or that I had not been thorough in my studies of those browning pages locked within the cellar laboratory, but I swear by my blood to be true.<br /><br />I had read over the myriad notes and journal entries so many times that I had memorized their contents, yet one afternoon when I turned to a central page, several pristine and folded pieces of parchment fell to the floor. A faint and acrid scent of burnt oil wafted from the papers, which each detailed a new, amazing schematic for devices far more advanced than any I had ever perceived possible.
WhoopsUtopian_Title;The Future is NOW
WhoopsUtopianb_0_Content;Retrieve the <b>Advanced Ingredient</b> tokens and form a supply in reach of all players.<br /><br />When visiting the <b>Technician</b>, you may pay 1 basic Ingredient to gain the matching <b>Advanced Ingredient.</b> This trade can only be performed once per action.
WhoopsUtopianb_Content;How they arrived was a mystery, but who or what gifted them to me was not my concern. Their utility was universal and their rigorous specifications unmatched. With these experiments, I could work towards a true Utopia - a world of technological perfection.<br /><br />If one could procure the additional materials required to create them, I was convinced that these devious advanced devices would allow me to achieve the recognition I truly deserved.
